 $$ Atmospheric Tidal loading displacememt
 $$ 
 $$ calculated using grdinterp.f (t. van Dam)
 $$ calculated using atmospheric tidal model Ray and
 $$ Ponte, Annales Geophysicae (2003) v21; 1897-1910
 $$ Farrell elastic Greens functions have been used
 $$ 
 $$ Displacement is defined positive up, north
 $$ and east directions
 $$ 
 $$ 
 $$ 
 $$ station ALIC; coord.(long,lat)   133.885498      -23.6700993    
 $$ 
    0.062500   -1.100851    0.048185   -0.107586
    0.125000   -0.260335   -0.010637   -0.142549
    0.187500    0.775943   -0.073603   -0.123996
    0.250000    1.492045   -0.115509   -0.059288
    0.312500    1.539132   -0.120127    0.021208
    0.375000    0.929053   -0.088450    0.080761
    0.437500    0.021405   -0.037543    0.096204
    0.500000   -0.687455    0.009224    0.069723
    0.562500   -0.849791    0.034885    0.025866
    0.625000   -0.459909    0.037228   -0.004215
    0.687500    0.156120    0.028139   -0.001840
    0.750000    0.546335    0.024621    0.028093
    0.812500    0.411510    0.037058    0.060511
    0.875000   -0.208810    0.061860    0.066003
    0.937500   -0.953469    0.083008    0.029631
    1.000000   -1.350926    0.081664   -0.038529
    1.062500   -1.100850    0.048185   -0.107586
    1.125000   -0.260335   -0.010637   -0.142549
    1.187500    0.775944   -0.073603   -0.123996
    1.250000    1.492046   -0.115509   -0.059288
    1.312500    1.539131   -0.120127    0.021208
    1.375000    0.929052   -0.088450    0.080761
    1.437500    0.021406   -0.037543    0.096204
    1.500000   -0.687455    0.009224    0.069723
    1.562500   -0.849791    0.034885    0.025866
    1.625000   -0.459908    0.037228   -0.004215
    1.687500    0.156121    0.028139   -0.001840
    1.750000    0.546335    0.024621    0.028093
    1.812500    0.411510    0.037058    0.060511
    1.875000   -0.208809    0.061860    0.066003
    1.937500   -0.953469    0.083008    0.029631
    2.000000   -1.350926    0.081664   -0.038529
    2.062500   -1.100850    0.048185   -0.107586
    2.125000   -0.260333   -0.010637   -0.142549
    2.187500    0.775945   -0.073604   -0.123996
    2.250000    1.492045   -0.115509   -0.059288
    2.312500    1.539132   -0.120127    0.021208
    2.375000    0.929053   -0.088450    0.080761
    2.437500    0.021405   -0.037543    0.096204
    2.500000   -0.687456    0.009224    0.069723
    2.562500   -0.849791    0.034885    0.025866
    2.625000   -0.459907    0.037228   -0.004215
    2.687500    0.156120    0.028139   -0.001840
    2.750000    0.546336    0.024621    0.028093
    2.812500    0.411510    0.037058    0.060511
    2.875000   -0.208809    0.061860    0.066003
    2.937500   -0.953470    0.083008    0.029631
    3.000000   -1.350925    0.081664   -0.038529
